Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	stationaryDist[1]	stationaryDist[2]	tree_length
1800	-420.4756	-429.0181	8.542567	0.250545	0.12382	0.12476	0.0030496	0.0120969	0.00915395	0.00532401	0.0636429	0.0120977	0.335871	0.163589	0.1917	0.0846632	0.0645932	0.0485553	0.4808996	1.5191	0.375931	0.620553	0.86169	1.16051	1.61147	2.66006	0.7074146	3.158873	0.167761	0.0829079	0.0835375	0.00204196	0.00809992	0.00612934	0.00356487	0.0426143	0.00810043	0.224894	0.109537	0.12836	0.0566892	0.0432506	0.0325119	0.75955	0.24045	1.493463
1836	-422.3342	-429.4402	7.105975	0.0959784	0.0517638	0.0615567	0.0022871	0.00126389	0.0130451	0.00398179	0.100349	0.0113694	0.131838	0.0874058	0.0284376	0.0171244	0.0380194	0.0254158	0.2028852	1.797115	0.120686	0.356551	0.724887	1.37953	2.80465	8.28598	1.528976	8.857792	0.143286	0.0772783	0.0918981	0.00341442	0.00188687	0.019475	0.00594443	0.149811	0.0169734	0.196821	0.130488	0.0424546	0.0255651	0.0567592	0.0379433	0.898557	0.101443	0.6698359
1872	-417.8958	-422.6869	4.791126	0.0417932	0.0079677	0.00835643	0.002392	0.000681154	0.00184052	0.00218353	0.0197308	0.0184793	0.0373812	0.0226484	0.0133951	0.00281824	0.0131739	0.00379921	0.09095395	1.909046	0.0519567	0.236382	0.637646	1.56827	4.23043	19.2468	2.138364	20.98915	0.212536	0.0405191	0.0424959	0.0121643	0.00346395	0.00935983	0.0111042	0.100339	0.0939748	0.190099	0.115177	0.0681199	0.0143319	0.0669946	0.0193206	0.954523	0.045477	0.1966407
1908	-423.9445	-432.4935	8.549051	0.061878	0.0656637	0.0445574	0.0107114	0.0020453	0.00998518	0.025806	0.000117829	0.0517454	0.0482523	0.0930171	0.0387388	0.183	0.011836	0.00113849	0.4459906	1.554009	0.138546	0.381376	0.74027	1.35086	2.62208	7.21782	1.429184	3.484399	0.0954182	0.101256	0.0687091	0.0165174	0.00315393	0.0153975	0.0397938	0.000181696	0.0797933	0.0744069	0.143436	0.0597367	0.282192	0.0182515	0.00175559	0.777005	0.222995	0.6484924
1944	-417.8608	-425.7556	7.894813	0.124584	0.0208495	0.0527682	0.00932126	0.00184064	0.00815134	0.00432542	0.116823	0.0106317	0.161793	0.106114	0.0238528	0.0170846	0.0846041	0.0717671	0.2713551	1.728645	0.20606	0.462842	0.78636	1.27168	2.16056	4.85295	1.142151	6.370417	0.152956	0.0255976	0.0647852	0.011444	0.00225981	0.0100077	0.00531046	0.143427	0.0130529	0.198638	0.13028	0.0292849	0.0209753	0.103871	0.0881108	0.864322	0.135678	0.81451
1980	-420.1271	-427.7123	7.585255	0.086628	0.0284168	0.0937809	0.00538493	0.00494606	0.00626629	0.00618019	0.0718479	0.0264372	0.062711	0.055433	0.013243	0.0183822	0.00991822	0.0357317	0.2741028	1.725897	0.108107	0.337916	0.712848	1.40282	2.95931	9.25006	1.608561	6.296532	0.164909	0.0540956	0.178526	0.010251	0.00941555	0.0119288	0.0117649	0.136773	0.050327	0.11938	0.105525	0.02521	0.0349932	0.0188808	0.0680206	0.862949	0.137051	0.5253073
2016	-421.2508	-425.7672	4.516379	0.0730304	0.0195897	0.0593279	0.0129088	0.000660651	0.00135299	0.00197252	0.0503519	0.0109473	0.00823968	0.0260858	0.0175888	0.0101364	0.0247421	0.0441459	0.05372243	1.946278	0.0961267	0.319103	0.700222	1.42812	3.13379	10.4029	1.693491	36.2284	0.202255	0.0542529	0.164306	0.0357505	0.00182965	0.00374705	0.00546281	0.139448	0.0303181	0.0228195	0.0722438	0.0487115	0.0280724	0.0685224	0.12226	0.973139	0.0268612	0.3610808
2052	-420.986	-427.5305	6.544557	0.0779823	0.017376	0.0414221	0.000846193	0.00402969	0.00222143	0.00636754	0.0289776	0.0226472	0.0111438	0.0384964	0.0172058	0.00469311	0.0617003	0.0039617	0.1612195	1.838781	0.0989631	0.323661	0.703327	1.42181	3.08966	10.1048	1.672464	11.40545	0.229988	0.051246	0.122163	0.00249562	0.0118845	0.0065515	0.0187794	0.0854617	0.0667918	0.0328658	0.113535	0.0507438	0.0138411	0.181969	0.011684	0.91939	0.0806097	0.3390712
2088	-424.2383	-432.7752	8.536917	0.084693	0.0659035	0.105052	0.011561	0.00543667	0.0202364	0.0159581	0.0174456	0.0360886	0.0154606	0.0931708	0.0616377	0.0124915	0.188979	0.0630841	0.3430819	1.656918	0.284579	0.541768	0.825952	1.21072	1.84581	3.51396	0.9087125	4.829511	0.106238	0.0826689	0.131776	0.014502	0.00681973	0.0253844	0.0200178	0.0218837	0.0452693	0.0193937	0.116873	0.0773179	0.0156692	0.237054	0.0791323	0.828459	0.171541	0.7971975
2124	-429.1567	-437.6997	8.542998	0.160977	0.0759242	0.0122519	0.0466411	0.0111458	0.0391878	0.0377157	0.0546233	0.0793784	0.113475	0.174008	0.0125383	0.0390309	0.262893	0.06706	0.3549529	1.645047	0.449302	0.676928	0.885385	1.12945	1.47726	2.22567	0.578498	4.63455	0.135633	0.0639711	0.010323	0.0392982	0.00939107	0.0330183	0.031778	0.0460237	0.0668816	0.0956105	0.146613	0.0105643	0.0328861	0.221505	0.0565025	0.822524	0.177476	1.18685
2160	-424.9429	-430.806	5.863031	0.0581933	0.0172211	0.0194194	0.00771247	0.0022316	0.0100085	0.00405177	0.0354135	0.0240943	0.040273	0.061891	0.0385018	0.0403841	0.0943998	0.0146875	0.08978308	1.910217	0.150993	0.397718	0.750024	1.33329	2.51434	6.62282	1.366977	21.27591	0.124216	0.0367593	0.0414515	0.0164626	0.00476346	0.0213636	0.00864869	0.0755918	0.0514305	0.0859646	0.132109	0.0821841	0.0862018	0.201501	0.0313512	0.955108	0.0448915	0.4684832
2196	-422.1222	-428.2163	6.094057	0.0488366	0.00633133	0.0332975	0.00365177	0.00391117	0.00233165	0.00327584	0.018877	0.0145986	0.00186165	0.0251661	0.012369	0.00889078	0.0434192	0.00102373	0.1849901	1.81501	0.0485641	0.228724	0.631128	1.58447	4.37207	20.5914	2.18719	9.81139	0.214344	0.0277883	0.146143	0.0160276	0.0171661	0.0102336	0.0143777	0.0828514	0.0640733	0.00817078	0.110454	0.0542876	0.0390217	0.190567	0.00449315	0.907505	0.092495	0.2278419
2232	-421.6703	-428.3775	6.707219	0.0794863	0.0235572	0.0390023	0.0101594	0.000276926	0.00143973	0.0239166	0.0428295	0.0117005	0.00193963	0.0790131	0.02758	0.0157817	0.0226741	0.0561047	0.1605222	1.839478	0.115676	0.349254	0.720225	1.38845	2.86325	8.64486	1.559634	11.45934	0.182533	0.054097	0.0895654	0.0233303	0.000635936	0.00330621	0.0549224	0.0983542	0.0268692	0.00445418	0.181447	0.0633352	0.0362413	0.0520691	0.12884	0.919739	0.0802611	0.4354619
2268	-429.5887	-434.1216	4.532841	0.117328	0.011426	0.0169766	0.0183912	0.000827685	0.0140181	4.41623e-05	0.0637644	0.0530857	0.0814812	0.0488047	0.00849406	0.00508175	0.00511656	0.0028293	0.0582262	1.941774	0.0747766	0.282314	0.673967	1.48375	3.54215	13.3732	1.875098	33.3488	0.262086	0.0255233	0.0379221	0.0410822	0.00184888	0.0313135	9.86494e-05	0.142436	0.118582	0.182012	0.10902	0.018974	0.0113516	0.0114293	0.00632006	0.970887	0.0291131	0.4476693
2304	-422.5667	-429.7747	7.208032	0.1003	0.0832855	0.0283856	0.0774995	0.00222615	0.0179287	0.00924251	0.0188689	0.0612794	0.0633023	0.103432	0.0549724	0.0610484	0.337625	0.0836775	0.2128355	1.787165	0.206252	0.463052	0.786471	1.2715	2.15958	4.84845	1.141479	8.39693	0.0909275	0.0755032	0.0257332	0.0702578	0.00201814	0.0162534	0.00837887	0.0171058	0.0555534	0.0573872	0.0937672	0.0498357	0.0553439	0.306076	0.0758585	0.893582	0.106418	1.103073
2340	-426.0953	-431.7206	5.625335	0.096598	0.042021	0.0856032	0.0345334	0.0160417	0.00967273	0.00360121	0.0528472	0.0667368	0.0219602	0.0469305	0.037031	0.119064	0.0733765	0.0336905	0.08322434	1.916776	0.148646	0.394691	0.748238	1.33647	2.53363	6.72738	1.378304	23.03143	0.130589	0.0568075	0.115726	0.0466852	0.0216865	0.0130764	0.00486842	0.0714433	0.0902204	0.0296876	0.0634446	0.0500616	0.160961	0.0991966	0.0455456	0.958388	0.0416122	0.739708
2376	-417.6973	-424.2389	6.541615	0.0796312	0.0045191	0.0162056	0.0174242	0.0012007	0.00721246	0.00290635	0.0487969	0.0177808	0.0155406	0.0221065	0.0289755	0.0934471	0.0669065	0.0245718	0.1468935	1.853107	0.113634	0.346234	0.718277	1.39222	2.88822	8.80016	1.572509	12.61531	0.178056	0.0101048	0.0362359	0.0389607	0.00268478	0.0161271	0.00649862	0.10911	0.039758	0.034749	0.0494303	0.0647895	0.208949	0.149604	0.0549427	0.926553	0.0734467	0.4472251
2412	-416.9633	-423.0049	6.041573	0.0576289	0.00302253	0.00415035	0.000568484	2.59443e-05	0.00128796	0.00110843	0.0313566	0.0160687	0.0108337	0.0178794	0.00446598	0.0478367	0.0265077	0.0219278	0.1538144	1.846186	0.066905	0.267407	0.662657	1.50908	3.73961	14.9466	1.955526	12.00268	0.235538	0.0123535	0.0169631	0.00232348	0.000106038	0.0052641	0.00453032	0.128159	0.065675	0.0442789	0.0730757	0.0182532	0.195516	0.108341	0.0896224	0.923093	0.0769072	0.2446691
2448	-420.3545	-427.4457	7.09124	0.0545879	0.0422765	0.0269473	0.0135818	0.000294805	0.0134944	0.00274117	0.0921573	0.0610932	0.00953973	0.0137767	0.0163095	0.139385	0.0619881	0.02002	0.1914914	1.808509	0.128639	0.367823	0.73196	1.36619	2.7187	7.77368	1.482829	9.444335	0.0960727	0.0744052	0.0474263	0.0239035	0.000518847	0.0237496	0.00482436	0.162194	0.107522	0.0167896	0.0242465	0.0287041	0.245312	0.109097	0.0352346	0.904254	0.0957457	0.5681934
2484	-426.4506	-432.1057	5.65512	0.0418341	0.00750127	0.0086014	0.00892568	0.00335606	0.000169952	0.00153887	0.0152344	0.00191425	0.0171882	0.0146557	0.0147685	0.00520494	0.0125232	0.0191464	0.1479577	1.852042	0.0572074	0.247746	0.647055	1.54546	4.0364	17.4803	2.068752	12.51738	0.242428	0.0434698	0.049845	0.0517242	0.0194483	0.000984872	0.00891774	0.088283	0.0110931	0.0996054	0.0849294	0.0855835	0.0301626	0.0725717	0.110953	0.926021	0.0739788	0.1725629
2520	-421.6033	-426.3443	4.740921	0.0332961	0.00707996	0.00355802	0.00444576	0.00179767	0.00106408	0.000309995	0.0145466	0.00345492	0.00690191	0.0192302	0.0105436	0.00847836	0.0145214	0.028683	0.09822604	1.901774	0.0485068	0.228593	0.631015	1.58475	4.37459	20.6157	2.188043	19.3612	0.210853	0.0448349	0.0225317	0.0281535	0.011384	0.00673845	0.00196309	0.0921183	0.0218788	0.0437074	0.121778	0.0667691	0.0536905	0.0919593	0.18164	0.950887	0.049113	0.1579117
2556	-421.212	-428.8426	7.630646	0.16753	0.0528145	0.0368771	0.0279764	0.00696892	0.012522	0.00952269	0.0234972	0.0996279	0.0438773	0.154778	0.030362	0.0522723	0.0452949	0.207359	0.2357022	1.764298	0.240758	0.499338	0.805202	1.24192	2.00265	4.15356	1.029625	7.485282	0.172484	0.0543762	0.0379675	0.0288036	0.00717498	0.0128922	0.00980426	0.024192	0.102574	0.0451747	0.159355	0.0312598	0.053818	0.0466343	0.21349	0.882149	0.117851	0.97128
2592	-423.8519	-430.2889	6.436985	0.0565782	0.0278552	0.0251427	0.00944898	0.000328134	0.00591249	0.000749473	0.0258442	0.028678	0.00142975	0.000277997	0.0184858	0.000811303	0.0518145	0.0169312	0.1754287	1.824571	0.0786958	0.289436	0.679226	1.47226	3.45499	12.7072	1.838161	10.40065	0.209326	0.103057	0.093022	0.0349589	0.00121402	0.0218748	0.00277287	0.0956171	0.106102	0.00528974	0.00102852	0.0683931	0.00300162	0.191701	0.0626414	0.912286	0.0877143	0.2702881
2628	-420.215	-425.361	5.145944	0.0262149	0.00566365	0.0223512	0.00443029	0.00112014	0.00541714	0.00325712	0.0229702	0.00634676	0.00554808	0.0235952	0.0233616	0.00529707	0.00649933	0.0471922	0.1140714	1.885929	0.0455404	0.221665	0.624985	1.60004	4.51132	21.9585	2.233672	16.53287	0.125271	0.0270645	0.106808	0.0211707	0.00535272	0.0258865	0.0155646	0.109766	0.0303288	0.0265122	0.112753	0.111637	0.0253128	0.0310579	0.225514	0.942964	0.0570357	0.2092649
2664	-422.31	-429.2691	6.959021	0.0551312	0.0509086	0.0272484	0.0298459	0.00125478	0.00837851	0.00447514	0.0487759	0.0335196	0.00380159	0.0307637	0.0483409	0.0484529	0.00833263	0.136232	0.1641806	1.835819	0.153736	0.401226	0.752081	1.32964	2.49236	6.50464	1.353958	11.18171	0.10296	0.0950743	0.0508877	0.0557385	0.00234336	0.0156473	0.00835754	0.0910913	0.0625994	0.00709964	0.0574527	0.090279	0.090488	0.0155616	0.25442	0.91791	0.0820903	0.5354617
2700	-417.6411	-425.9095	8.26839	0.126136	0.0196179	0.0496505	0.00594019	0.00247551	0.0159226	0.00541942	0.0605761	0.0251775	0.0250572	0.13322	0.0392181	0.0143453	0.0619442	0.110524	0.3481286	1.651871	0.172932	0.424923	0.765666	1.30605	2.35337	5.78261	1.268882	4.745003	0.181432	0.028218	0.0714164	0.00854427	0.00356072	0.0229028	0.0077952	0.0871316	0.0362149	0.0360418	0.191622	0.0564106	0.020634	0.0890995	0.158976	0.825936	0.174064	0.6952251
2736	-424.9137	-433.2288	8.315132	0.208447	0.0134159	0.0856346	0.0121093	0.0309866	0.00261863	0.00916977	0.119991	0.0471127	0.0286691	0.0517162	0.134118	0.0937069	0.0133172	0.179926	0.2891602	1.71084	0.417229	0.652913	0.875464	1.14225	1.5316	2.39677	0.6320498	5.91658	0.202191	0.0130133	0.0830647	0.0117459	0.0300567	0.00254004	0.00889459	0.11639	0.0456988	0.0278087	0.0501643	0.130093	0.0908948	0.0129176	0.174526	0.85542	0.14458	1.030938
2772	-422.0825	-429.3699	7.287347	0.120246	0.00262597	0.028542	0.0530393	0.000885596	0.0178642	0.0175058	0.132441	0.0122635	0.118348	0.153938	0.0310966	0.0686064	0.0788992	0.186651	0.2102643	1.789736	0.21067	0.467863	0.789011	1.26741	2.13738	4.74677	1.126154	8.511836	0.117548	0.00256705	0.0279016	0.0518492	0.000865726	0.0174633	0.017113	0.12947	0.0119883	0.115693	0.150484	0.0303989	0.0670671	0.0771289	0.182463	0.894868	0.105132	1.022952
2808	-417.1654	-423.3048	6.139336	0.0541599	0.0152665	0.00980201	0.00177322	0.00164543	0.00381988	0.00149128	0.0377385	0.00949741	0.0206626	0.0178002	0.0272061	0.0100312	0.0054959	0.0386779	0.1744919	1.825508	0.0548647	0.242745	0.642951	1.55533	4.11955	18.2267	2.098986	10.46185	0.212335	0.0598528	0.038429	0.00695194	0.00645095	0.0149759	0.00584658	0.147954	0.0372348	0.0810084	0.069786	0.106662	0.0393275	0.0215468	0.151638	0.912754	0.087246	0.2550681
2844	-422.512	-430.1859	7.673893	0.101568	0.0311917	0.143498	0.00519384	0.00219681	0.0119768	0.0170562	0.0987126	0.0714191	0.0555285	0.0550259	0.0929718	0.00425266	0.0167904	0.0857455	0.2185341	1.781466	0.247074	0.505685	0.808381	1.23704	1.97752	4.04738	1.0109	8.151888	0.12806	0.0393274	0.180927	0.00654856	0.0027698	0.0151008	0.0215049	0.12446	0.0900474	0.0700121	0.0693784	0.117222	0.00536189	0.0211699	0.108111	0.890733	0.109267	0.7931275
2880	-419.879	-427.1827	7.303644	0.178352	0.000641476	0.0271871	0.0201462	0.000985657	0.00869077	0.00224139	0.137025	0.0197741	0.0980757	0.133649	0.0396197	0.158591	0.0229301	0.181184	0.2175795	1.78242	0.200432	0.456634	0.783054	1.27705	2.18994	4.98921	1.162173	8.192042	0.17331	0.000623341	0.0264185	0.0195767	0.000957792	0.00844507	0.00217802	0.133151	0.0192151	0.095303	0.129871	0.0384996	0.154107	0.0222818	0.176062	0.89121	0.10879	1.029093
2916	-427.7417	-433.3484	5.606691	0.126679	0.0312387	0.0106631	0.00333426	0.00692249	0.0169196	0.00839773	0.0964736	0.0160275	0.0328824	0.0284052	0.0555733	0.0302048	0.00760583	0.106983	0.1049348	1.895065	0.0722343	0.277592	0.670429	1.49158	3.60241	13.8438	1.900109	18.05945	0.219051	0.0540171	0.0184384	0.00576553	0.0119702	0.0292569	0.0145211	0.16682	0.0277144	0.0568594	0.0491175	0.0960959	0.0522294	0.0131518	0.184991	0.947533	0.0524674	0.5783106
2952	-422.8855	-428.2113	5.325829	0.0505048	0.00727114	0.00107208	0.00441325	0.0017843	0.00256695	0.00200976	0.0103798	0.0280542	0.00710054	0.00778928	0.020706	0.00552187	0.00701706	0.0514358	0.1125066	1.887493	0.0608375	0.255292	0.65314	1.53106	3.91708	16.4372	2.024266	16.77673	0.243248	0.0350202	0.00516351	0.0212557	0.00859381	0.0123633	0.00967969	0.0499924	0.135118	0.0341986	0.0375158	0.0997269	0.0265952	0.0337965	0.247732	0.943747	0.0562533	0.2076268
2988	-423.6239	-428.6475	5.023641	0.0957787	0.0313915	0.00450844	0.024786	0.00159191	0.00298927	0.00381818	0.102505	0.0852205	0.0228709	0.00626111	0.02594	0.0775168	0.0347733	0.0518451	0.06885535	1.931145	0.0950013	0.317275	0.698968	1.43068	3.15184	10.5262	1.702006	28.0464	0.167505	0.0548997	0.00788469	0.0433476	0.00278406	0.00522786	0.00667753	0.179268	0.14904	0.0399984	0.0109499	0.0453658	0.135567	0.0608141	0.0906706	0.965572	0.0344277	0.5717964
3024	-424.7924	-433.0974	8.30503	0.121154	0.00919829	0.0293041	0.00318945	0.0115368	0.00746229	0.00260734	0.0438827	0.0718066	0.0337662	0.0156835	0.0146908	0.0461944	0.0721331	0.102611	0.4669006	1.533099	0.0859341	0.302127	0.688381	1.45268	3.30986	11.6368	1.774538	3.283567	0.207022	0.0157176	0.0500736	0.00545	0.0197136	0.0127512	0.00445532	0.0749849	0.1227	0.0576983	0.0267993	0.025103	0.0789351	0.123258	0.175338	0.76655	0.23345	0.5852203
3060	-426.0904	-434.236	8.145596	0.0354666	0.012129	0.0260438	0.000100823	0.00531093	0.00675872	0.000865153	0.0220733	0.0321132	0.0140907	0.00639754	0.0261175	0.0647787	0.0610109	0.0444647	0.4371369	1.562863	0.0846482	0.299914	0.686804	1.45602	3.33429	11.8136	1.785439	3.575226	0.0991458	0.0339064	0.0728047	0.000281848	0.0148466	0.0188938	0.00241851	0.0617053	0.0897715	0.0393901	0.0178841	0.0730107	0.181087	0.170554	0.1243	0.781432	0.218568	0.3577216
3096	-418.309	-425.6638	7.354768	0.0392581	0.0108729	0.0445031	0.00515551	0.00200544	0.00354701	7.26834e-05	0.0660772	0.0132348	0.0525286	0.00633975	0.0164154	0.0908028	0.021585	0.0423727	0.258635	1.741365	0.0919679	0.312293	0.695525	1.43776	3.20212	10.8734	1.72547	6.732906	0.0946501	0.0262142	0.107296	0.0124298	0.00483505	0.00855173	0.000175237	0.15931	0.0319086	0.126645	0.0152849	0.0395771	0.218923	0.0520407	0.102159	0.870683	0.129317	0.414771
3132	-418.9384	-426.169	7.230644	0.111646	0.00766686	0.0532051	0.00648406	0.00972261	0.0103205	0.00101579	0.147089	0.0258697	0.0685233	0.0152392	0.0897306	0.0950827	0.0757619	0.211196	0.2105225	1.789478	0.171016	0.42262	0.764369	1.30827	2.36619	5.84741	1.276939	8.500173	0.120236	0.00825677	0.0572989	0.00698297	0.0104707	0.0111146	0.00109395	0.158407	0.0278602	0.0737958	0.0164118	0.0966349	0.102399	0.0815913	0.227447	0.894739	0.105261	0.9285535
3168	-428.2906	-433.8402	5.549585	0.0875713	0.028179	0.0302191	0.000858894	0.00297328	0.0112046	0.00339838	0.0481121	0.0909428	0.0427121	0.0142942	0.00518656	0.0607069	0.0572812	0.0406572	0.07919407	1.920806	0.134981	0.376559	0.73734	1.35623	2.65563	7.40842	1.448031	24.25442	0.167026	0.0537462	0.0576373	0.00163818	0.00567098	0.0213707	0.00648178	0.0917649	0.173456	0.0814653	0.0272636	0.0098924	0.115787	0.109253	0.077546	0.960403	0.039597	0.5242977
3204	-427.7716	-432.9781	5.20646	0.0521757	0.032942	0.0360964	0.00993115	0.000473833	0.00811578	0.000796821	0.0321273	0.0592311	0.0133162	0.00568544	0.0286594	0.0368011	0.0610916	0.0243026	0.08981837	1.910182	0.0625609	0.258794	0.655922	1.52457	3.86408	15.9844	2.004068	21.26716	0.129872	0.0819969	0.0898488	0.0247199	0.00117943	0.0202013	0.00198339	0.0799692	0.147434	0.0331457	0.0141518	0.0713371	0.0916028	0.152065	0.0604923	0.955091	0.0449092	0.4017464
3240	-426.2542	-433.7526	7.498412	0.0728247	0.028059	0.0431125	0.00501671	0.00303817	0.00407971	0.00209432	0.011314	0.0175934	0.0184648	0.0104195	0.0195821	0.010209	0.0387732	0.086364	0.3211105	1.678889	0.0699555	0.273286	0.667167	1.49887	3.65918	14.2948	1.923288	5.228385	0.196322	0.0756419	0.116223	0.0135241	0.00819034	0.0109982	0.0056459	0.0305004	0.0474284	0.0497778	0.0280891	0.0527899	0.0275215	0.104526	0.232821	0.839445	0.160555	0.3709451
3276	-420.8521	-429.3602	8.508092	0.122351	0.0994407	0.093425	0.0570967	0.0111969	0.0242523	0.000207334	0.139694	0.0913612	0.0910034	0.0528387	0.0304975	0.0268979	0.189222	0.308278	0.3721966	1.627803	0.493226	0.708431	0.89804	1.11354	1.41157	2.02747	0.5110561	4.373504	0.0914591	0.0743336	0.0698368	0.0426807	0.00836985	0.018129	0.000154986	0.104424	0.068294	0.0680266	0.0394978	0.0227974	0.0201066	0.141447	0.230443	0.813902	0.186098	1.337762
3312	-418.4963	-424.3836	5.887211	0.0839851	0.0249419	0.018016	0.0024744	0.00257632	0.00406373	0.00163668	0.0805876	0.0185999	0.00357129	0.0262584	0.0349098	0.0307454	0.0771005	0.00773884	0.1074971	1.892503	0.10081	0.326592	0.705308	1.41782	3.06192	9.91966	1.659095	17.60515	0.201304	0.0597832	0.0431824	0.00593088	0.00617517	0.00974035	0.00392297	0.19316	0.044582	0.00856001	0.0629387	0.0836751	0.0736936	0.184802	0.0185492	0.946251	0.0537486	0.4172058
3348	-417.1721	-423.817	6.644889	0.0999786	0.0115074	0.0799085	0.00762448	0.00240792	0.0052265	0.00272794	0.074888	0.0044608	0.0173498	0.0359933	0.0508622	0.0454187	0.116335	0.0301892	0.1345822	1.865418	0.163975	0.414042	0.759495	1.31666	2.41521	6.09851	1.30734	13.8608	0.170939	0.0196749	0.136624	0.013036	0.00411696	0.00893605	0.00466411	0.12804	0.00762689	0.0296639	0.0615397	0.086962	0.077655	0.198905	0.0516161	0.932709	0.0672911	0.5848788
3384	-420.8076	-427.4371	6.62952	0.104497	0.0282665	0.0836103	0.0235342	0.000774012	0.00687445	0.0109244	0.0866809	0.0329764	0.0130158	0.0288139	0.0830612	0.021597	0.125005	0.0134403	0.1243627	1.875637	0.20356	0.460095	0.784901	1.27405	2.17346	4.91256	1.150977	15.08199	0.157595	0.0426296	0.126096	0.0354927	0.00116731	0.0103676	0.0164755	0.130726	0.0497329	0.0196296	0.0434552	0.125268	0.0325712	0.188524	0.0202698	0.937819	0.0621814	0.6630709
3420	-423.6088	-431.8058	8.19704	0.131313	0.0976545	0.150386	0.0165219	0.0236554	0.0221074	0.0177411	0.0572932	0.0513165	0.10119	0.00646016	0.0488831	0.0160356	0.13387	0.188414	0.3205037	1.679496	0.291907	0.548527	0.829153	1.20605	1.82306	3.42575	0.8903292	5.240178	0.123549	0.0918806	0.141494	0.015545	0.0222567	0.0208003	0.0166921	0.0539057	0.0482823	0.095207	0.0060782	0.0459929	0.0150875	0.125955	0.177274	0.839748	0.160252	1.062841
3456	-420.7483	-427.0434	6.295147	0.0133677	0.00140249	0.00640098	0.00266025	7.68313e-05	0.00295087	0.00497433	0.0221836	0.0212345	0.00804884	0.0122227	0.0184469	0.00595065	0.0227186	0.00241468	0.2341284	1.765872	0.0544368	0.24182	0.642186	1.55718	4.13531	18.3699	2.104647	7.542322	0.0921568	0.00966877	0.0441283	0.0183397	0.000529674	0.0203433	0.034293	0.152933	0.14639	0.0554887	0.0842635	0.127173	0.0410237	0.156622	0.0166468	0.882936	0.117064	0.1450538
3492	-431.867	-434.5383	2.671347	0.0165083	0.00174746	0.0028167	0.00393488	0.00187441	0.00186798	0.000890592	0.00304306	0.00817941	0.0064622	0.00534767	0.0089748	0.00709311	0.0166118	0.0121734	0.04454282	1.955457	0.0368101	0.199811	0.60507	1.6527	5.00474	27.1665	2.387561	43.90062	0.169271	0.0179179	0.0288816	0.0403471	0.0192196	0.0191537	0.00913187	0.0312026	0.0838692	0.0662615	0.0548334	0.092025	0.0727306	0.170332	0.124823	0.977729	0.0222714	0.09752573
3528	-423.9497	-430.7294	6.779656	0.05598	0.0813794	0.0626287	0.00737491	0.0009075	0.00165964	0.0106556	0.125816	0.0185006	0.0217822	0.0516064	0.100721	0.0568524	0.159276	0.0195417	0.1851161	1.814884	0.10453	0.332416	0.709208	1.41002	3.00828	9.5666	1.632891	9.804029	0.0722619	0.105049	0.0808444	0.00951992	0.00117145	0.00214235	0.0137548	0.16241	0.0238816	0.0281176	0.0666162	0.130016	0.073388	0.205602	0.0252255	0.907442	0.0925581	0.7746822
3564	-417.8141	-424.4096	6.595481	0.0360782	0.00107219	0.0194999	0.00275969	0.00104817	0.00348505	0.00557231	0.0285748	0.00706913	0.0154753	0.00102576	0.0487113	0.0171834	0.0141965	0.022092	0.2094242	1.790576	0.0732647	0.279516	0.671876	1.48837	3.57761	13.6491	1.889868	8.549993	0.161176	0.00478992	0.0871139	0.0123287	0.00468262	0.0155691	0.0248937	0.127655	0.0315807	0.0691345	0.00458247	0.217613	0.0767651	0.0634214	0.098694	0.895288	0.104712	0.2238438
3600	-420.2476	-426.8222	6.574591	0.0776522	0.0250895	0.0499107	0.00146026	0.0033707	0.00307065	0.0102022	0.0335864	0.0086417	0.0240286	0.0312942	0.0323409	0.0123232	0.0577596	0.00741954	0.1768915	1.823109	0.0790338	0.290042	0.679669	1.4713	3.44778	12.6528	1.835061	10.30637	0.205347	0.066348	0.131986	0.0038616	0.00891366	0.00812018	0.0269791	0.0888177	0.0228526	0.0635425	0.082756	0.085524	0.032588	0.152743	0.0196206	0.911554	0.0884457	0.3781504
3636	-419.3275	-425.1082	5.780686	0.053604	0.0126899	0.0328946	0.0014262	0.00455309	0.00862813	1.58012e-05	0.051712	0.0135982	0.0172405	0.0281229	0.0698936	0.012501	0.0872263	0.0162713	0.09756219	1.902438	0.111538	0.343105	0.716245	1.39617	2.91456	8.96552	1.585969	19.49974	0.130621	0.0309225	0.080157	0.00347534	0.0110949	0.0210249	3.8504e-05	0.126011	0.0331358	0.0420114	0.0685294	0.170315	0.0304621	0.212551	0.0396496	0.951219	0.0487811	0.4103774
