Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	stationaryDist[1]	stationaryDist[2]	tree_length
1800	-422.6377	-430.1117	7.474071	0.132488	0.0139721	0.0587077	0.00287084	0.00392927	0.00821972	0.00453488	0.0634958	0.0219769	0.0692339	0.0761922	0.103484	0.0446699	0.0325367	0.0902816	0.2021207	1.797879	0.211823	0.469111	0.789667	1.26636	2.13169	4.72093	1.122206	8.895078	0.182342	0.0192295	0.0807986	0.0039511	0.0054078	0.0113127	0.00624128	0.0873883	0.0302465	0.0952856	0.104862	0.142423	0.0614785	0.0447798	0.124253	0.89894	0.10106	0.7265934
1836	-417.8103	-424.0872	6.276875	0.155136	0.00646338	0.0188583	0.00390493	0.00461483	0.00283405	0.00198355	0.0577677	0.0167288	0.0770093	0.046918	0.0105815	0.0199178	0.02374	0.027774	0.1457967	1.854203	0.0797376	0.291299	0.680587	1.46932	3.4329	12.5411	1.828651	12.71773	0.327131	0.0136292	0.0397659	0.00823421	0.00973117	0.00597608	0.00418265	0.121813	0.0352755	0.162387	0.0989346	0.0223129	0.0420001	0.0500598	0.0585663	0.927102	0.0728983	0.4742323
1872	-422.8014	-429.3568	6.555376	0.0580095	0.0549679	0.0396769	0.0179702	0.00503235	0.00683982	0.00579113	0.0350006	0.0144639	0.00665519	0.0415131	0.0856327	0.00359143	0.0313393	0.0703359	0.1619962	1.838004	0.0907031	0.310191	0.694061	1.4408	3.22382	11.025	1.735484	11.34597	0.121659	0.11528	0.0832115	0.0376875	0.010554	0.0143447	0.0121453	0.0734043	0.0303341	0.0139575	0.0870625	0.179591	0.00753204	0.0657256	0.147511	0.919002	0.0809981	0.4768198
1908	-417.1638	-425.3187	8.154901	0.180936	0.0161451	0.0791166	0.0374582	0.00531461	0.0190501	0.00167351	0.123809	0.0340565	0.00852818	0.143121	0.233354	0.0761323	0.0671454	0.0944762	0.3116437	1.688356	0.320411	0.574027	0.840991	1.18907	1.74208	3.121	0.8229623	5.417586	0.161504	0.0144112	0.0706199	0.0334353	0.00474384	0.0170042	0.00149378	0.110512	0.030399	0.00761229	0.127751	0.208293	0.0679561	0.0599343	0.0843299	0.844178	0.155822	1.120317
1944	-426.8562	-432.3572	5.501014	0.0269413	0.00385651	0.00734573	0.00280993	0.000365463	0.00197416	0.00223689	0.00992228	0.0161475	0.00119113	0.0143034	0.000194679	0.00556271	0.0063585	0.0122888	0.2067329	1.793267	0.0319529	0.186486	0.592182	1.68867	5.36234	31.2961	2.489883	8.674319	0.241628	0.0345878	0.0658816	0.0252014	0.00327772	0.0177056	0.020062	0.0889899	0.144822	0.0106829	0.128283	0.00174601	0.0498903	0.0570275	0.110214	0.896634	0.103366	0.111499
1980	-417.8848	-423.1258	5.241041	0.0776615	0.0157219	0.0379968	0.00559437	0.00174107	0.0014973	0.00296365	0.0461747	0.00650509	0.0100819	0.074955	0.00473302	0.0294905	0.0340685	0.0294723	0.0833322	1.916668	0.0809784	0.2935	0.682187	1.46587	3.40715	12.349	1.817487	23.00033	0.205097	0.04152	0.100346	0.0147742	0.00459802	0.00395425	0.00782672	0.121943	0.0171794	0.0266254	0.197949	0.0124995	0.0778816	0.0899718	0.0778336	0.958334	0.0416661	0.3786575
2016	-417.6309	-425.0131	7.382185	0.0884035	0.0155001	0.0637193	0.00310575	0.00109855	0.00592207	0.00340733	0.0731028	0.0108161	0.0188347	0.0534239	0.00638208	0.04914	0.0214452	0.0427029	0.2251506	1.774849	0.130117	0.369878	0.733233	1.36382	2.70359	7.68538	1.474569	7.882945	0.193441	0.0339168	0.139428	0.00679588	0.00240381	0.0129585	0.0074558	0.159961	0.0236673	0.0412135	0.1169	0.013965	0.107526	0.0469257	0.0934409	0.887425	0.112575	0.4570043
2052	-417.2469	-423.7019	6.454996	0.100276	0.0248631	0.0479536	0.000627562	0.00309863	0.00522064	0.00396761	0.0393985	0.0128512	0.0130893	0.0593296	0.000761455	0.0366959	0.0329272	0.0194912	0.1514278	1.848572	0.0958214	0.318608	0.699883	1.42881	3.13865	10.4361	1.695791	12.20761	0.250345	0.0620721	0.119719	0.00156674	0.0077359	0.0130336	0.00990536	0.0983605	0.0320838	0.0326783	0.14812	0.00190101	0.0916135	0.0822045	0.0486608	0.924286	0.0757139	0.4005518
2088	-424.7967	-430.0427	5.245973	0.034946	0.0236424	0.03163	0.000715826	0.00580611	0.00183514	0.0033825	0.0147434	0.0235775	0.00531761	0.0301961	0.00297489	0.0194588	0.0180391	0.00441152	0.107433	1.892567	0.0582713	0.249982	0.648872	1.54114	4.00028	17.1611	2.055428	17.61626	0.158358	0.107136	0.143332	0.00324377	0.0263104	0.00831594	0.0153278	0.0668101	0.106842	0.0240968	0.136834	0.0134807	0.0881776	0.0817444	0.0199908	0.946284	0.0537165	0.220677
2124	-417.7775	-423.2906	5.513122	0.0204473	0.00119121	0.00326549	0.00118371	0.00152273	0.00190363	0.000803105	0.0136623	0.00645704	0.00299218	0.0207699	0.00652632	0.0143029	0.011295	0.00340267	0.2067231	1.793277	0.0330621	0.189616	0.595264	1.67993	5.27383	30.2461	2.465207	8.674778	0.18635	0.0108563	0.0297606	0.0107879	0.0138776	0.0173491	0.00731922	0.124513	0.0588472	0.0272697	0.18929	0.0594786	0.130352	0.102939	0.0310108	0.896638	0.103362	0.1097255
2160	-416.9884	-424.5895	7.601136	0.0973889	0.00985142	0.0334282	0.0105681	0.000581197	0.00270147	0.016247	0.0602715	0.0180116	0.0274315	0.106985	0.0168012	0.0650955	0.0494865	0.0150405	0.2725589	1.727441	0.112053	0.343875	0.716747	1.39519	2.90803	8.92436	1.582642	6.337863	0.183791	0.0185914	0.0630853	0.0199439	0.00109683	0.00509818	0.0306611	0.113743	0.0339913	0.0517683	0.201901	0.0317069	0.122847	0.0933901	0.0283841	0.863721	0.136279	0.5298899
2196	-425.4205	-433.3722	7.951655	0.153577	0.00568462	0.0421387	0.00507575	0.00216855	0.00392507	0.00688336	0.0720839	0.0429456	0.0595101	0.00665072	0.0154053	0.0152149	0.0855993	0.069983	0.315334	1.684666	0.1316	0.371927	0.734498	1.36147	2.6887	7.59881	1.466377	5.342482	0.261699	0.00968673	0.0718053	0.0086492	0.00369527	0.00668841	0.0117294	0.122833	0.0731803	0.101407	0.011333	0.0262511	0.0259265	0.145863	0.119253	0.842333	0.157667	0.5868459
2232	-420.5631	-427.4015	6.838427	0.21478	0.0547646	0.0598887	0.00813555	0.00596544	0.0144369	0.00550643	0.0433507	0.0196402	0.0435067	0.137112	0.0233976	0.17838	0.0766948	0.0839885	0.1628744	1.837126	0.193903	0.449317	0.779117	1.2835	2.2256	5.15723	1.186122	11.2794	0.221526	0.0564847	0.0617697	0.00839107	0.0061528	0.0148904	0.00567938	0.0447123	0.0202571	0.0448731	0.141418	0.0241325	0.183982	0.0791037	0.0866264	0.918563	0.0814372	0.9695483
2268	-421.6987	-425.8201	4.121428	0.0204624	0.000986038	0.00743829	0.000543998	0.00212155	0.000428849	0.00013217	0.00953001	0.00116069	0.00063264	0.00820509	0.0200019	0.0059825	0.0124564	0.00694839	0.1244661	1.875534	0.0188682	0.144235	0.546569	1.82959	6.93315	52.9992	2.870784	15.06863	0.210885	0.0101621	0.076659	0.00560644	0.0218647	0.00441972	0.00136215	0.0982163	0.0119621	0.00651999	0.0845617	0.20614	0.0616556	0.128375	0.0716101	0.937767	0.062233	0.09703087
2304	-421.3009	-427.1363	5.835422	0.0354169	0.0147936	0.0351969	0.0028055	0.00232323	0.00177117	0.0011057	0.0215113	0.00186124	0.0037001	0.0248644	0.00993757	0.0367241	0.0334867	0.0170142	0.1505635	1.849436	0.0533238	0.239396	0.64017	1.56208	4.17719	18.7534	2.119584	12.28343	0.146041	0.0610012	0.145134	0.0115685	0.00957984	0.00730341	0.00455934	0.088702	0.0076748	0.0152574	0.102528	0.0409775	0.151432	0.138082	0.0701579	0.924718	0.0752818	0.2425126
2340	-430.6396	-437.1771	6.537493	0.105713	0.000155852	0.0650788	0.0126365	0.00942099	0.0184574	0.0193068	0.0642889	0.0336157	0.0727243	0.0354122	0.0141347	0.00420515	0.0749983	0.0261204	0.1158523	1.884148	0.202796	0.459252	0.784452	1.27478	2.17745	4.93106	1.153695	16.26337	0.19004	0.000280174	0.116992	0.0227165	0.016936	0.0331807	0.0347077	0.115571	0.0604306	0.130736	0.0636602	0.0254099	0.00755956	0.134824	0.0469563	0.942074	0.0579261	0.5562691
2376	-418.7466	-425.4102	6.663528	0.0614999	0.00830697	0.0225402	0.0151502	0.00259979	0.00370648	0.00468204	0.0801277	0.00177458	0.0603584	0.0255506	0.0097637	0.0544094	0.113744	0.0511521	0.1561594	1.843841	0.115026	0.348296	0.719608	1.38964	2.87113	8.69368	1.563706	11.80743	0.119333	0.0161186	0.0437362	0.0293969	0.00504455	0.00719194	0.00908488	0.155477	0.00344335	0.117117	0.0495777	0.0189452	0.105574	0.220705	0.0992539	0.92192	0.0780797	0.515366
2412	-419.7458	-424.5966	4.850816	0.149332	0.0297749	0.0455546	0.000695914	0.00121708	0.00336241	0.00234443	0.0788713	0.0030683	0.0333539	0.0247407	0.00612441	0.0400226	0.0731649	0.0203914	0.05800841	1.941992	0.116341	0.350232	0.720854	1.38724	2.85525	8.5954	1.555486	33.47776	0.291653	0.0581519	0.0889706	0.00135916	0.00237702	0.00656697	0.0045788	0.15404	0.00599256	0.065142	0.04832	0.0119613	0.0781664	0.142895	0.0398255	0.970996	0.0290042	0.5120186
2448	-424.8524	-431.8401	6.987719	0.133838	0.00923486	0.0698968	0.00446742	0.0111796	0.00218283	0.0269066	0.0793372	0.105365	0.0929552	0.0552565	0.0171721	0.0524042	0.138009	0.00506769	0.1990377	1.800962	0.12067	0.356528	0.724872	1.37955	2.80483	8.28708	1.529072	9.04835	0.166616	0.0114965	0.087015	0.00556153	0.0139175	0.00271743	0.0334962	0.0987675	0.131169	0.115721	0.0687892	0.0213776	0.0652384	0.171808	0.0063088	0.900481	0.0995188	0.8032727
2484	-422.7818	-429.1993	6.417564	0.0692672	0.0267567	0.0232516	0.0133847	0.000330129	0.00298701	0.00307225	0.0316774	0.0243654	0.0158964	0.0133962	0.0876481	0.00674843	0.0408989	0.000789149	0.2076071	1.792393	0.0441537	0.218347	0.622051	1.60758	4.57987	22.6481	2.256031	8.63358	0.192158	0.0742274	0.0645038	0.0371314	0.000915831	0.00828643	0.0085229	0.0878781	0.0675936	0.0440991	0.0371632	0.24315	0.0187212	0.11346	0.00218922	0.896196	0.103804	0.3604697
2520	-415.3839	-421.9461	6.562156	0.0889257	0.0109633	0.0425994	0.00873916	0.00155477	0.00866241	0.000948685	0.0503643	0.00837727	0.0204917	0.00931577	0.0948888	0.0356346	0.0669662	0.019291	0.1588249	1.841175	0.0961878	0.319202	0.700289	1.42798	3.13282	10.3963	1.693032	11.59248	0.190125	0.0234398	0.0910782	0.0186845	0.00332413	0.0185204	0.00202831	0.10768	0.0179107	0.0438116	0.0199173	0.202874	0.0761874	0.143175	0.0412446	0.920588	0.0794125	0.4677231
2556	-426.4088	-428.4784	2.069629	0.0447727	0.00469372	0.00526805	0.00402514	0.00270103	0.00112866	0.000380446	0.0134628	0.00833003	0.00798748	0.00515686	0.0213176	0.00987611	0.01629	0.0152735	0.03041239	1.969588	0.0279407	0.174673	0.580214	1.7235	5.72498	35.79	2.586901	64.76267	0.278673	0.0292145	0.0327892	0.0250531	0.0168117	0.00702497	0.00236796	0.0837949	0.0518475	0.0497154	0.0320972	0.132684	0.0614705	0.101392	0.0950648	0.984794	0.0152062	0.1606641
2592	-419.0553	-422.9567	3.901379	0.0326899	0.0168131	0.0127093	0.00496888	0.000288114	0.00235784	0.00249364	0.0149849	0.0101621	0.0277835	0.0213864	0.0120981	0.00970546	0.00426057	0.0115009	0.0547371	1.945263	0.060723	0.255058	0.652953	1.5315	3.92068	16.4682	2.025629	35.53829	0.177467	0.0912747	0.0689964	0.026975	0.00156411	0.0128002	0.0135375	0.0813503	0.0551681	0.150831	0.116103	0.0656781	0.052689	0.0231298	0.062436	0.972631	0.0273685	0.1842028
2628	-417.0651	-423.6398	6.574703	0.0914102	0.030624	0.0460895	0.00844421	0.00192678	0.00737651	0.00328209	0.0750629	0.0400648	0.102563	0.0440572	0.0441779	0.029519	0.00500165	0.0449082	0.137238	1.862762	0.141277	0.385024	0.742472	1.34685	2.59724	7.07829	1.415069	13.57322	0.159111	0.0533047	0.0802243	0.0146982	0.0033538	0.0128397	0.00571287	0.130656	0.0697376	0.178523	0.0766868	0.0768969	0.0513814	0.00870598	0.0781681	0.931381	0.068619	0.5745079
2664	-421.3584	-427.815	6.456626	0.0200172	0.00158813	0.00935884	0.00128737	0.000330778	0.00270128	0.0127704	0.0232973	0.0167339	0.0605445	0.0258146	0.00338991	0.0102502	0.00464151	0.0247002	0.2310692	1.768931	0.0489986	0.22972	0.631984	1.58232	4.35312	20.4087	2.180749	7.655416	0.0920643	0.00730422	0.0430438	0.00592096	0.00152133	0.0124239	0.0587343	0.10715	0.0769639	0.27846	0.118728	0.0155911	0.0471433	0.0213475	0.113603	0.884465	0.115535	0.217426
2700	-420.875	-427.8173	6.942304	0.0784266	0.0256792	0.0427688	0.00441025	0.00619717	0.0103274	0.0023866	0.0374141	0.0177453	0.0493426	0.0195142	0.0866374	0.00226166	0.0604777	0.0382085	0.164234	1.835766	0.149748	0.396115	0.749079	1.33497	2.52452	6.67791	1.372966	11.17774	0.162779	0.0532988	0.0887692	0.00915375	0.0128626	0.0214351	0.00495353	0.0776552	0.0368315	0.102414	0.0405029	0.179821	0.00469421	0.125525	0.0793041	0.917883	0.082117	0.4817974
2736	-420.4048	-424.9814	4.576582	0.0332605	0.00762778	0.0196735	0.000858137	8.99597e-05	0.00399789	0.00277898	0.0426311	0.00501665	0.0179095	0.0117712	0.043205	0.00214589	0.0248738	0.0139968	0.06194576	1.938054	0.0927123	0.313524	0.696379	1.436	3.18955	10.7861	1.719642	31.28631	0.144714	0.0331878	0.0855979	0.00373368	0.000391407	0.0173945	0.0120911	0.185484	0.021827	0.0779228	0.0512154	0.187981	0.00933658	0.108224	0.0608987	0.969027	0.0309729	0.2298367
2772	-416.9911	-424.8669	7.875833	0.118066	0.01301	0.0330118	0.0149366	0.000193088	0.00818097	0.0172832	0.13402	0.0493444	0.173065	0.0894933	0.038611	0.0622857	0.062664	0.0283248	0.3065792	1.693421	0.155639	0.40364	0.75349	1.32716	2.47746	6.42513	1.345065	5.523601	0.14014	0.0154423	0.0391835	0.0177291	0.000229187	0.00971045	0.0205144	0.159076	0.0585696	0.205421	0.106225	0.0458295	0.0739304	0.0743794	0.0336204	0.84671	0.15329	0.8424912
2808	-421.0701	-426.6142	5.544062	0.0549387	0.00426793	0.0236472	0.00766045	4.92153e-05	0.00520327	0.00141675	0.0139175	0.00790551	0.0449289	0.0396431	0.0274331	0.028372	0.0097211	0.0227895	0.1058316	1.894168	0.075585	0.283799	0.675071	1.48133	3.52363	13.2301	1.867323	17.89795	0.188214	0.0146215	0.081013	0.0262439	0.000168607	0.0178259	0.00485362	0.0476799	0.0270835	0.153922	0.135813	0.093983	0.0971997	0.0333035	0.0780746	0.947084	0.0529158	0.2918944
2844	-419.2457	-425.8891	6.64341	0.06982	0.00215936	0.0360282	0.0118242	0.00014423	0.00321121	0.00629835	0.0762996	0.0280206	0.071097	0.048118	0.0163818	0.0451828	0.00816699	0.0333954	0.1749863	1.825014	0.0854105	0.301228	0.687741	1.45404	3.31975	11.7082	1.778957	10.42947	0.153064	0.00473391	0.0789836	0.0259219	0.000316192	0.00703985	0.0138077	0.167269	0.0614288	0.155864	0.105488	0.0359133	0.0990531	0.0179043	0.0732117	0.912507	0.0874931	0.4561477
2880	-420.3549	-426.9337	6.578891	0.142812	0.00626376	0.0475842	0.0146791	0.000441199	0.0055287	0.00018969	0.0378006	0.00710524	0.126498	0.0562315	0.0141201	0.0284941	0.00360196	0.038577	0.1940122	1.805988	0.0608128	0.255242	0.6531	1.53116	3.91786	16.4439	2.02456	9.308629	0.269493	0.01182	0.0897939	0.0277002	0.000832566	0.0104329	0.000357955	0.0713317	0.013408	0.238709	0.106112	0.0266453	0.0537698	0.00679708	0.0727969	0.902994	0.0970061	0.5299271
2916	-425.2985	-429.1408	3.842308	0.0304439	0.0150146	0.0142514	0.00248253	0.00197547	0.00159143	0.00553706	0.0193094	0.0173269	0.00447805	0.00446469	0.00465086	0.0116569	0.0205205	0.0403424	0.06554657	1.934453	0.0330992	0.189719	0.595366	1.67964	5.27095	30.2122	2.464396	29.51266	0.15689	0.0773762	0.0734435	0.0127935	0.0101804	0.00820132	0.0285347	0.0995094	0.0892927	0.0230772	0.0230084	0.0239678	0.060073	0.105751	0.207901	0.967227	0.0327733	0.1940461
2952	-418.3795	-424.4388	6.05926	0.0800248	0.0115654	0.0248187	0.00238129	0.00188323	0.00341942	0.00586228	0.080916	0.0546773	0.132461	0.0622194	0.0183161	0.0467306	0.0256692	0.000941671	0.1156514	1.884349	0.104999	0.333142	0.709691	1.40906	3.00172	9.52391	1.629656	16.29335	0.145002	0.0209561	0.0449707	0.00431482	0.00341236	0.00619589	0.0106223	0.146617	0.0990735	0.240014	0.11274	0.0331882	0.0846743	0.0465118	0.00170628	0.942174	0.0578257	0.5518859
2988	-418.2929	-425.2421	6.949175	0.0915527	0.0414753	0.0624613	0.0364422	0.00273086	0.00683146	0.00124997	0.0852752	0.0224141	0.1642	0.0928151	0.0260197	0.0258045	0.0376285	0.00346939	0.1524319	1.847568	0.197628	0.453506	0.781377	1.27979	2.20504	5.06001	1.172361	12.12061	0.13072	0.0592191	0.0891833	0.0520327	0.00389917	0.00975407	0.00178473	0.121757	0.0320032	0.234447	0.132523	0.0371514	0.0368441	0.0537266	0.00495365	0.923784	0.076216	0.70037
3024	-419.0077	-427.3581	8.350337	0.0641309	0.00689673	0.0387906	0.00894714	0.00339177	0.0118275	0.0154685	0.11485	0.0119706	0.0790724	0.110539	0.184158	0.0622619	0.0337252	0.0618187	0.3707392	1.629261	0.185627	0.439859	0.773964	1.29205	2.27345	5.38716	1.217661	4.394628	0.0793848	0.00853715	0.0480172	0.0110753	0.00419852	0.0146407	0.0191478	0.142168	0.0148178	0.0978802	0.136831	0.22796	0.0770713	0.041747	0.0765226	0.81463	0.18537	0.8078487
3060	-421.6061	-428.3352	6.729043	0.0220316	0.0139325	0.0281167	0.00152707	0.00249619	0.000855966	0.000547904	0.0148343	0.00637583	0.0881361	0.057451	0.00948055	0.0185305	0.00402896	0.00803867	0.2352095	1.76479	0.0578536	0.249107	0.648162	1.54282	4.01434	17.285	2.06063	7.503056	0.0797137	0.0504101	0.101731	0.00552517	0.00903161	0.00309702	0.0019824	0.0536729	0.0230688	0.31889	0.207867	0.0343021	0.0670461	0.0145774	0.0290852	0.882395	0.117605	0.2763838
3096	-418.5721	-424.978	6.405863	0.069213	0.0251607	0.0403542	0.00885798	0.00360707	0.00584458	0.00495584	0.0465309	0.0118352	0.0166875	0.0777455	0.0868993	0.0301601	0.0334537	0.0242781	0.1391746	1.860825	0.106641	0.335673	0.711369	1.40574	2.97909	9.37724	1.618435	13.37043	0.142536	0.0518153	0.0831046	0.0182419	0.00742831	0.0120362	0.0102059	0.0958247	0.0243731	0.0343658	0.160107	0.178958	0.062111	0.0688938	0.0499977	0.930413	0.0695873	0.4855835
3132	-417.4462	-425.1313	7.685126	0.102942	0.00194487	0.0185177	0.0124967	0.00177873	0.00412483	0.00672242	0.048297	0.0354882	0.0688594	0.0347901	0.031785	0.046979	0.0195473	0.0793822	0.2512694	1.748731	0.152008	0.39902	0.750788	1.33193	2.50614	6.5786	1.362133	6.959585	0.200411	0.00378634	0.0360508	0.024329	0.00346289	0.00803035	0.0130874	0.094026	0.0690894	0.134058	0.0677304	0.0618799	0.0914602	0.0380552	0.154544	0.874365	0.125635	0.5136554
3168	-420.8458	-428.2283	7.382474	0.11049	0.00232471	0.0309388	0.0183173	0.00116908	0.0038459	0.00883367	0.0731158	0.0520183	0.0714043	0.0311193	0.016253	0.0561879	0.0331848	0.0860624	0.1748876	1.825112	0.241677	0.500268	0.805669	1.2412	1.99893	4.13775	1.026867	10.43592	0.185615	0.00390533	0.0519749	0.0307717	0.00196397	0.00646081	0.0148399	0.122829	0.0873867	0.119954	0.052278	0.0273038	0.0943914	0.055748	0.144578	0.912556	0.0874438	0.5952653
3204	-420.2711	-428.0419	7.770807	0.0474385	0.0241668	0.0309459	0.0139112	0.00219917	0.00765176	0.00212675	0.0730483	0.00580889	0.0286072	0.0596734	0.0454519	0.0147249	0.0245087	0.043426	0.2723028	1.727697	0.14423	0.388928	0.744812	1.34262	2.57117	6.93338	1.400112	6.344765	0.111965	0.057039	0.0730391	0.0328335	0.00519052	0.0180598	0.0050196	0.17241	0.0137102	0.0675194	0.140842	0.107276	0.034754	0.057846	0.102495	0.863849	0.136151	0.4236894
3240	-423.6742	-430.6733	6.999088	0.228321	0.136308	0.0668676	0.0357722	0.00564658	0.0108221	0.000289002	0.0990855	0.0870144	0.00418691	0.0706264	0.11174	0.027458	0.0137634	0.0486156	0.1577798	1.84222	0.253667	0.512222	0.811627	1.23209	1.95228	3.94217	0.9918565	11.6759	0.241222	0.14401	0.070646	0.0377936	0.00596565	0.0114336	0.000305332	0.104684	0.0919312	0.00442349	0.0746172	0.118054	0.0290095	0.0145411	0.0513627	0.92111	0.0788899	0.9465164
3276	-424.0265	-432.0127	7.986187	0.18711	0.092084	0.0489113	0.0129971	0.00272572	0.00561692	0.00154643	0.0769116	0.0662856	0.0860294	0.0388337	0.0179565	0.00723834	0.0435116	0.188127	0.3495607	1.650439	0.138837	0.381766	0.740506	1.35043	2.61941	7.20271	1.427669	4.721468	0.213624	0.105133	0.0558421	0.0148388	0.00311196	0.00641286	0.00176556	0.0878102	0.0756785	0.09822	0.0443365	0.020501	0.00826403	0.0496773	0.214785	0.82522	0.17478	0.8758846
3312	-419.4905	-427.5278	8.037216	0.0397305	0.00600487	0.0218938	0.00294365	0.00113616	0.00982329	0.0117627	0.0589078	0.00521326	0.058644	0.0340917	0.0220083	0.0189588	0.0242041	0.061176	0.3260651	1.673935	0.141483	0.385297	0.742636	1.34655	2.5954	7.06799	1.414017	5.133744	0.105526	0.0159492	0.0581511	0.00781848	0.0030177	0.0260912	0.0312423	0.156462	0.0138467	0.155762	0.0905492	0.0584551	0.0503555	0.0642873	0.162487	0.836967	0.163033	0.3764988
3348	-418.2946	-424.4876	6.193029	0.0752382	0.0264433	0.0337918	0.019139	0.00103246	0.00616941	0.00271992	0.0361034	0.0212443	0.0368257	0.0227788	0.0213324	0.00929264	0.0459484	0.076758	0.1272415	1.872759	0.100276	0.325748	0.704739	1.41897	3.06985	9.97243	1.662932	14.71815	0.173034	0.0608147	0.0777148	0.0440162	0.00237446	0.0141885	0.00625532	0.0830311	0.048858	0.0846922	0.052387	0.0490605	0.0213713	0.105673	0.176529	0.936379	0.0636207	0.4348177
3384	-418.396	-425.2273	6.831296	0.0744454	0.0477241	0.0380735	0.00575711	0.00173833	0.00722982	0.00161816	0.025628	0.0217056	0.0793874	0.00682807	0.0167984	0.0141321	0.0457101	0.0520605	0.1659626	1.834037	0.12653	0.36487	0.730121	1.36964	2.7407	7.90325	1.494782	11.05091	0.169643	0.108752	0.0867601	0.013119	0.00396123	0.016475	0.00368738	0.0583998	0.0494616	0.180904	0.0155595	0.0382793	0.0322036	0.104162	0.118633	0.917019	0.0829813	0.4388367
3420	-424.13	-432.5967	8.466699	0.0639998	0.115927	0.00431705	0.00219718	0.000932049	0.00756871	0.000567031	0.0786237	0.0490598	0.0933934	0.0216566	0.017101	0.0289664	0.0383038	0.0762651	0.3842118	1.615788	0.170302	0.421759	0.763883	1.3091	2.37102	5.87192	1.279964	4.205462	0.106866	0.193574	0.00720855	0.00366882	0.00155632	0.0126381	0.000946821	0.131285	0.0819194	0.155947	0.0361619	0.028555	0.0483678	0.0639592	0.127346	0.807894	0.192106	0.5988791
3456	-418.5105	-424.609	6.098456	0.0502795	0.0154604	0.0211739	0.0016822	0.00132695	0.00485347	0.00059299	0.0350427	0.0285326	0.0665977	0.0147176	0.00276071	0.0515238	0.0298599	0.0418053	0.1325838	1.867416	0.0833847	0.297722	0.685234	1.45936	3.35884	11.9926	1.796313	14.0848	0.137297	0.0422172	0.0578191	0.00459354	0.00362346	0.0132532	0.00161926	0.0956902	0.0779133	0.181857	0.0401891	0.00753861	0.140695	0.0815377	0.114157	0.933708	0.0662919	0.3662096
3492	-426.2363	-434.9146	8.678292	0.0841444	0.0722922	0.0260885	0.0162705	0.0324775	0.0208488	0.0158773	0.114551	0.137059	0.12694	0.106796	0.0288278	0.249322	0.0827258	0.0856548	0.3663586	1.633641	0.513976	0.722813	0.903688	1.10658	1.38348	1.94562	0.4812595	4.459132	0.0701276	0.0602498	0.0217427	0.0135602	0.0270674	0.0173758	0.0132324	0.0954693	0.114228	0.105794	0.0890057	0.0240257	0.20779	0.0689453	0.0713864	0.816821	0.183179	1.199876
3528	-421.6806	-425.9109	4.23035	0.0517952	0.0255264	0.0286208	0.0140069	0.000962854	0.00220701	0.00392103	0.0357493	0.0224226	0.0632628	0.00246739	0.0110103	0.0205238	0.00948251	0.0244423	0.0524503	1.94755	0.0732512	0.279491	0.671857	1.48841	3.57794	13.6517	1.890001	37.13134	0.163701	0.0806772	0.0904573	0.0442695	0.00304314	0.00697536	0.0123926	0.112987	0.0708675	0.199945	0.0077983	0.0347987	0.0648665	0.0299699	0.0772509	0.973775	0.0262252	0.3164012
3564	-426.501	-432.8495	6.348546	0.0476723	0.00828059	0.0596881	0.0100247	0.00707209	0.0038235	0.00300699	0.0737298	0.0314498	0.12893	0.0845486	0.0223766	0.106681	0.0126796	0.029888	0.1120454	1.887955	0.17521	0.427643	0.767192	1.30345	2.3384	5.70744	1.25942	16.8499	0.0756882	0.0131469	0.0947652	0.0159159	0.0112282	0.00607047	0.00477412	0.117059	0.049932	0.204699	0.134236	0.0355267	0.169375	0.0201311	0.0474524	0.943977	0.0560227	0.6298521
3600	-422.1022	-429.6656	7.563365	0.150209	0.0293649	0.0277247	0.029839	0.00229075	0.0135879	0.00113026	0.128809	0.00513523	0.0799502	0.0465986	0.0133661	0.111657	0.0341388	0.0179605	0.2724184	1.727582	0.115239	0.34861	0.719811	1.38925	2.86854	8.67762	1.562369	6.341649	0.217139	0.0424494	0.0400784	0.0431348	0.00331148	0.0196425	0.00163388	0.186205	0.00742341	0.115575	0.0673622	0.0193218	0.16141	0.0493506	0.0259635	0.863791	0.136209	0.6917616
