Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	stationaryDist[1]	stationaryDist[2]	tree_length
396	-420.1117	-428.0634	7.951735	0.224681	0.0747071	0.111117	0.0297669	0.0127554	0.0308792	0.000499485	0.222205	0.059597	0.372561	0.0634654	0.0579649	0.1331	0.152007	0.187991	0.3959971	1.604003	0.412868	0.649576	0.874066	1.14408	1.53947	2.42208	0.639647	4.050541	0.129626	0.0431012	0.0641075	0.0171736	0.00735902	0.0178153	0.00028817	0.128198	0.0343836	0.214943	0.0366154	0.033442	0.0767899	0.0876984	0.108458	0.802001	0.197999	1.733298
432	-420.9549	-427.3199	6.365029	0.0902109	0.0206892	0.0527461	0.00795323	0.000777304	0.00966725	0.00567073	0.0750493	0.0733328	0.134586	0.0398726	0.0216477	0.0506751	0.0290842	0.0617943	0.1202883	1.879712	0.1545	0.402196	0.752648	1.32864	2.48635	6.4725	1.350376	15.62672	0.133892	0.0307072	0.0782865	0.0118043	0.00115369	0.0143483	0.00841657	0.111389	0.108842	0.199755	0.0591795	0.0321298	0.0752126	0.0431672	0.0917159	0.939856	0.0601442	0.6737572
468	-421.3985	-429.7042	8.305652	0.0678298	0.0500657	0.0269907	0.00337848	0.00253823	0.0272041	0.00711872	0.0421505	0.0332978	0.137792	0.00845864	0.0603732	0.0542578	0.0549557	0.130384	0.3855889	1.614411	0.144876	0.389777	0.745319	1.34171	2.56557	6.90244	1.396878	4.186872	0.095968	0.0708348	0.0381875	0.00477999	0.00359118	0.0384893	0.0100718	0.0596361	0.047111	0.194953	0.0119676	0.0854181	0.0767659	0.0777533	0.184472	0.807206	0.192794	0.7067958
504	-416.764	-423.6955	6.931478	0.0767507	0.0461298	0.0225337	0.00867236	0.00020311	0.00435504	0.0024702	0.0340558	0.0251284	0.031355	0.048784	0.0956286	0.00230218	0.0271459	0.0229682	0.2012645	1.798736	0.0912395	0.311085	0.694684	1.4395	3.21456	10.9602	1.73122	8.937173	0.171134	0.102857	0.0502443	0.0193371	0.000452882	0.0097106	0.00550789	0.0759356	0.0560298	0.0699135	0.108776	0.213227	0.00513326	0.0605282	0.0512131	0.899368	0.100632	0.4484831
540	-416.4514	-423.6344	7.18298	0.0735635	0.000897123	0.0167625	0.00433833	0.000494224	0.00332424	0.00221116	0.0419699	0.000901807	0.0799362	0.0246884	0.0196255	0.004926	0.0129527	0.0377609	0.2376754	1.762325	0.0967839	0.320165	0.700948	1.42664	3.12339	10.3323	1.688564	7.414837	0.226801	0.00276589	0.0516798	0.0133754	0.00152373	0.0102488	0.00681714	0.129396	0.00278033	0.246449	0.0761161	0.0605067	0.0151872	0.0399341	0.116419	0.881162	0.118838	0.3243525
576	-418.2235	-425.1186	6.895107	0.0672991	0.00828781	0.0369969	0.00199469	0.00196566	0.00948938	0.000226362	0.0315387	0.0029564	0.0591081	0.0305372	0.00706523	0.00453326	0.0245911	0.0455343	0.2209485	1.779052	0.0763526	0.285201	0.676109	1.47905	3.5063	13.0971	1.860017	8.051884	0.202632	0.0249539	0.111395	0.00600587	0.00591846	0.0285718	0.000681557	0.0949607	0.00890149	0.17797	0.0919451	0.0212729	0.0136493	0.0740417	0.1371	0.889526	0.110474	0.3321242
612	-422.938	-431.0809	8.142942	0.117973	0.0548238	0.0203367	0.0249537	0.00774308	0.0137464	0.00473047	0.00150323	0.0417101	0.0260844	0.0392953	0.0512533	0.0967024	0.0957771	0.036014	0.3044173	1.695583	0.19041	0.445351	0.776966	1.28706	2.24542	5.25183	1.199265	5.569929	0.186475	0.0866579	0.0321455	0.0394434	0.0122392	0.0217283	0.00747726	0.0023761	0.0659295	0.0412307	0.0621126	0.0810142	0.152854	0.151391	0.056926	0.847791	0.152209	0.6326466
648	-418.7229	-424.6034	5.880497	0.0299523	0.00795579	0.0164301	0.000448063	0.000901852	0.00304245	0.000473454	0.0113702	0.0143038	0.00823244	0.0167921	0.023064	0.00282972	0.00878289	0.00992738	0.1777303	1.82227	0.0555813	0.244286	0.644222	1.55226	4.09356	17.9917	2.089602	10.253	0.193858	0.0514916	0.106339	0.00289996	0.00583698	0.0196914	0.0030643	0.0735902	0.092577	0.0532822	0.108682	0.149275	0.0183145	0.0568448	0.0642522	0.911135	0.0888652	0.1545065
684	-422.8326	-430.7781	7.945528	0.0259743	0.0197331	0.0387568	0.0072672	0.00374454	0.00986391	0.00424483	0.0373543	0.00239656	0.0057115	0.0296385	0.0170219	0.042953	0.000357776	0.0396321	0.3901126	1.609887	0.0937704	0.315264	0.697582	1.43352	3.17195	10.6643	1.711436	4.126725	0.0912499	0.069324	0.136156	0.0255303	0.0131549	0.0346527	0.0149124	0.131229	0.00841931	0.020065	0.104122	0.0597995	0.150897	0.0012569	0.139231	0.804944	0.195056	0.2846503
720	-421.0486	-428.5586	7.509968	0.14329	0.0161463	0.111102	0.0169258	0.00214852	0.0351041	0.0100478	0.184174	0.0486302	0.157384	0.115202	0.264867	0.0171404	0.0521617	0.0549813	0.2354207	1.764579	0.301143	0.556925	0.833092	1.20035	1.79558	3.32068	0.8678048	7.49543	0.116562	0.0131345	0.0903779	0.0137686	0.00174775	0.0285561	0.00817357	0.14982	0.039559	0.128027	0.0937134	0.21546	0.0139432	0.0424318	0.0447255	0.88229	0.11771	1.229306
756	-423.5847	-428.0925	4.507824	0.0879016	0.00930246	0.0150946	0.00130825	0.00019876	0.00564151	0.00753015	0.0597564	0.0129191	0.0210766	0.0356549	0.0430728	0.00598873	0.00720284	0.00419887	0.06526111	1.934739	0.0599187	0.253404	0.65163	1.53461	3.94626	16.6893	2.03527	29.64612	0.277425	0.0293594	0.0476401	0.00412896	0.000627304	0.0178051	0.0237658	0.188597	0.0407739	0.0665196	0.11253	0.135942	0.018901	0.0227328	0.013252	0.967369	0.0326306	0.3168477
792	-430.9001	-435.0813	4.181177	0.0295138	0.0447181	0.0299651	0.0179509	0.00737765	0.000454339	0.00499813	0.0240385	0.0166493	0.0160883	0.0256166	0.038436	0.00133641	0.0148942	0.00712095	0.04990381	1.950096	0.0840143	0.298816	0.686018	1.45769	3.34654	11.9027	1.790874	39.0771	0.105724	0.160189	0.107341	0.0643035	0.0264282	0.00162753	0.0179043	0.0861106	0.0596411	0.0576315	0.0917636	0.137685	0.0047873	0.0533541	0.0255086	0.975048	0.0249519	0.2791583
828	-430.208	-436.9647	6.756692	0.256494	0.0546389	0.0610647	0.0160054	0.00229134	0.000442767	0.00294464	0.00697712	0.0322304	0.135083	0.0300678	0.0233072	0.0299213	0.0179675	0.0707769	0.1780093	1.821991	0.107681	0.337265	0.712419	1.40367	2.96503	9.2867	1.611419	10.23537	0.346514	0.0738151	0.0824962	0.0216227	0.00309551	0.000598161	0.0039781	0.00942583	0.0435421	0.182492	0.0406205	0.0314872	0.0404226	0.0242734	0.095617	0.910995	0.0890047	0.740213
864	-427.4644	-434.4286	6.964196	0.0271915	0.00559497	0.023367	0.0251203	0.00160488	0.00173847	0.00132046	0.0131731	0.0148282	0.00492889	0.0257286	0.0442722	0.0136017	0.0083366	0.0032011	0.2851369	1.714863	0.0611155	0.25586	0.653594	1.53	3.90838	16.3624	2.02097	6.014174	0.127059	0.0261437	0.109188	0.11738	0.00749915	0.0081234	0.00617013	0.0615544	0.0692879	0.0230313	0.120222	0.206872	0.063557	0.0389546	0.0149579	0.857432	0.142568	0.214008
900	-426.8176	-433.4079	6.590258	0.0573247	0.0584834	0.0181479	0.0321338	0.00410367	0.00359676	0.00193833	0.0507414	0.0117955	0.00091458	0.0303002	0.0964096	0.00812906	0.002971	0.001577	0.1671643	1.832836	0.0925108	0.313191	0.696148	1.43648	3.19294	10.8095	1.721215	10.96428	0.151426	0.154486	0.0479383	0.0848827	0.01084	0.009501	0.00512019	0.134036	0.0311583	0.0024159	0.0800391	0.25467	0.0214732	0.00784802	0.00416572	0.916418	0.0835822	0.3785669
936	-420.819	-428.1185	7.299518	0.0713624	0.0549752	0.0381662	0.00897772	0.00286237	0.00716918	0.00184244	0.0480947	0.0235773	0.0933874	0.0225187	0.0262487	0.00510417	0.0278175	0.0384732	0.2384712	1.761529	0.101047	0.326966	0.70556	1.41731	3.05842	9.89643	1.6574	7.386757	0.151649	0.116825	0.0811051	0.0190781	0.00608268	0.0152349	0.00391528	0.102204	0.0501028	0.198453	0.0478533	0.0557798	0.0108466	0.0591136	0.0817574	0.880764	0.119236	0.4705772
972	-423.957	-430.9015	6.944524	0.0588029	0.11356	0.0500213	0.00627188	0.000957774	0.00477178	0.00159817	0.0297241	0.00716227	0.039583	0.047971	0.16691	0.0292389	0.0105955	0.0241324	0.2222469	1.777753	0.0743657	0.281557	0.673402	1.485	3.55168	13.4471	1.879083	7.999	0.0994466	0.192051	0.0845953	0.0106069	0.00161977	0.00806997	0.0027028	0.050269	0.0121127	0.0669421	0.0811278	0.282276	0.0494484	0.0179189	0.0408124	0.888877	0.111123	0.5913012
1008	-420.0573	-427.8547	7.797414	0.0311451	0.014136	0.0228991	0.0086332	0.00440744	0.00639818	0.00156098	0.0248633	0.0192252	0.0477077	0.00932095	0.0126769	0.0124771	0.0151491	0.0636551	0.3492756	1.650724	0.0969208	0.320386	0.701099	1.42633	3.12124	10.3177	1.687542	4.726138	0.105844	0.04804	0.0778205	0.0293391	0.0149783	0.0217436	0.00530483	0.0844957	0.065335	0.16213	0.0316764	0.0430813	0.0424021	0.051483	0.216326	0.825362	0.174638	0.2942554
1044	-426.5961	-432.3095	5.713484	0.147256	0.0299149	0.104018	0.063975	0.00547462	0.0034386	0.00227294	0.0991528	0.0902971	0.0777364	0.0136567	0.0169628	0.166729	0.0014147	0.00376346	0.09960291	1.900397	0.115732	0.349337	0.720279	1.38835	2.86257	8.64063	1.55928	19.07974	0.178262	0.0362139	0.12592	0.0774458	0.00662737	0.00416264	0.00275153	0.120031	0.10931	0.0941048	0.0165323	0.0205345	0.201835	0.00171259	0.00455591	0.950199	0.0498015	0.8260621
1080	-425.357	-431.0736	5.71665	0.0344624	0.0117606	0.013797	0.00615017	0.000549647	0.00465311	0.00375943	0.0125229	0.0129076	0.0350567	0.00418593	0.00658874	0.0157231	0.0164671	0.00984328	0.1591957	1.840804	0.0482388	0.227976	0.630483	1.58609	4.38643	20.7302	2.19205	11.56316	0.182894	0.0624143	0.0732219	0.0326394	0.00291702	0.0246944	0.0199516	0.0664598	0.0685017	0.186048	0.0222151	0.0349669	0.0834438	0.0873923	0.0522391	0.920402	0.0795978	0.1884276
1116	-420.0683	-425.8404	5.772093	0.0357119	0.00284333	0.0177628	0.00724867	0.001535	0.00236785	0.00148133	0.054158	0.00591724	0.0489125	0.000701388	0.0064603	0.03703	0.0225399	0.0266541	0.131936	1.868064	0.0625808	0.258834	0.655954	1.5245	3.86348	15.9793	2.003838	14.15887	0.131621	0.0104794	0.065467	0.0267159	0.00565745	0.00872702	0.00545963	0.199606	0.0218087	0.180273	0.00258505	0.0238102	0.136479	0.0830736	0.098237	0.934032	0.065968	0.2713242
1152	-421.1297	-427.4921	6.362484	0.0580621	0.00389393	0.0265151	0.000845962	0.00427224	0.00773895	0.00560924	0.0414893	0.000249229	0.0439586	0.0424398	0.0252828	0.00322765	0.0244488	0.0139197	0.1747363	1.825264	0.0671167	0.26782	0.662975	1.50835	3.73386	14.8994	1.953242	10.44582	0.192288	0.0128958	0.0878118	0.00280163	0.0141487	0.0256296	0.0185765	0.137403	0.000825389	0.145581	0.140551	0.0837308	0.0106892	0.0809688	0.0460988	0.912632	0.0873682	0.3019533
1188	-420.8673	-426.9076	6.040322	0.0117447	0.00268863	0.0166642	0.000861115	0.000602474	0.00181144	0.00275441	0.0188536	0.00219025	0.0319954	0.0131081	0.00433709	0.000248673	0.0121965	0.00665063	0.2344309	1.765569	0.0437217	0.217302	0.621121	1.60999	4.60188	22.8719	2.263141	7.531299	0.0926919	0.0212193	0.131517	0.0067961	0.00475485	0.0142963	0.0217383	0.148796	0.0172859	0.252514	0.103452	0.0342292	0.00196258	0.0962573	0.0524882	0.882785	0.117215	0.1267072
1224	-420.1884	-425.6118	5.423436	0.0424043	0.0050592	0.0209916	0.000684045	0.000472827	0.00534771	0.00258718	0.0237295	0.00585223	0.0789012	0.0359248	0.0264473	0.000202891	0.020289	0.0355407	0.09344749	1.906553	0.0855977	0.30155	0.68797	1.45355	3.3162	11.6826	1.777373	20.40239	0.139289	0.0166184	0.0689528	0.00224694	0.00155313	0.017566	0.00849831	0.0779463	0.0192233	0.259173	0.118005	0.0868735	0.000666453	0.0666449	0.116743	0.953276	0.0467237	0.3044343
1260	-419.4231	-426.5709	7.147864	0.0691243	0.00554014	0.0553908	0.00380252	0.00599753	0.00752703	0.00749292	0.0407599	0.0104846	0.00493587	0.076422	0.123117	0.0376419	0.0231374	0.0311736	0.2058179	1.794182	0.115779	0.349405	0.720323	1.38827	2.86201	8.63717	1.55899	8.717329	0.137548	0.0110241	0.11022	0.0075665	0.0119343	0.0149778	0.0149099	0.0811066	0.0208629	0.00982171	0.152069	0.244985	0.0749023	0.0460403	0.0620313	0.897091	0.102909	0.5025471
1296	-423.2133	-430.5527	7.339396	0.155716	0.049923	0.0121111	0.0363894	0.0111173	0.0163945	0.00189242	0.0684509	0.0342852	0.143316	0.072545	0.0557641	0.0446123	0.00439831	0.0244266	0.2146294	1.785371	0.153093	0.400407	0.751602	1.33049	2.49746	6.53196	1.356989	8.318389	0.212918	0.0682622	0.0165601	0.0497571	0.0152012	0.022417	0.0025876	0.0935963	0.0468798	0.195963	0.0991943	0.076249	0.0610006	0.00601402	0.0333996	0.892685	0.107315	0.7313422
1332	-420.5078	-428.9088	8.401029	0.0673458	0.0106221	0.0263482	0.000925574	0.00601886	0.00880317	0.0075	0.0396896	0.0187789	0.0939686	0.0728608	0.00998667	0.0223382	0.0225855	0.0312041	0.3497183	1.650282	0.19111	0.446149	0.777399	1.28634	2.24141	5.2326	1.196613	4.718889	0.153416	0.0241974	0.060022	0.00210848	0.0137111	0.0200539	0.0170852	0.090414	0.042779	0.214063	0.165979	0.0227499	0.050887	0.0514505	0.0710837	0.825141	0.174859	0.438976
1368	-421.8565	-428.6146	6.758117	0.0148761	0.0115043	0.00321614	0.00235225	0.000295347	0.00141298	0.000395481	0.00822062	0.0186617	0.0121432	0.0233579	0.0235533	0.0136326	0.00656568	0.00834683	0.2860705	1.71393	0.0630601	0.259799	0.656716	1.52273	3.84913	15.8579	1.998322	5.991284	0.100152	0.077452	0.0216525	0.0158364	0.00198841	0.00951278	0.00266255	0.0553448	0.125639	0.0817537	0.157256	0.158571	0.0917809	0.044203	0.0561945	0.856965	0.143035	0.1485346
1404	-422.4715	-430.2961	7.824521	0.0597005	0.0312998	0.0237456	0.0209894	0.00394668	0.00341622	0.00593414	0.0594041	0.028976	0.0486815	0.129696	0.0987086	0.0354085	0.021386	0.029469	0.3428546	1.657145	0.0913987	0.311349	0.694868	1.43912	3.21183	10.9411	1.72996	4.833377	0.0993745	0.0521002	0.0395257	0.0349379	0.00656946	0.00568648	0.00987767	0.0988812	0.048232	0.0810328	0.215886	0.164306	0.0589392	0.0355981	0.0490527	0.828573	0.171427	0.6007626
1440	-415.6522	-423.6135	7.961387	0.156112	0.0228992	0.0701031	0.00419773	0.00406374	0.00890692	0.0158465	0.0863471	0.0137269	0.183506	0.0944877	0.0235746	0.0595406	0.0139392	0.0633847	0.2842524	1.715748	0.204021	0.460603	0.785171	1.27361	2.17107	4.90145	1.14934	6.035999	0.190233	0.0279042	0.0854254	0.00511522	0.00495194	0.0108537	0.0193101	0.10522	0.0167272	0.223614	0.11514	0.0287273	0.0725542	0.0169859	0.0772386	0.857874	0.142126	0.8206355
1476	-417.8148	-425.5952	7.780425	0.0675879	0.00471819	0.0536772	0.00240647	0.0028111	0.0064343	0.0060773	0.0737493	0.000198667	0.0876023	0.0430208	0.00556969	0.0295201	0.0257176	0.0288035	0.3440574	1.655943	0.0841785	0.299101	0.686222	1.45725	3.34335	11.8795	1.789462	4.812984	0.154347	0.0107747	0.12258	0.00549555	0.00641958	0.0146937	0.0138785	0.168418	0.000453687	0.200054	0.0982447	0.0127193	0.0674138	0.0587301	0.0657772	0.827971	0.172029	0.4378944
1512	-417.4735	-425.0957	7.622196	0.0849435	0.0287387	0.0323916	0.0237138	0.00675229	0.00539053	0.00361149	0.07011	0.000519476	0.116929	0.0670748	0.0179199	0.0500536	0.0250256	0.0506337	0.2476408	1.752359	0.146654	0.392102	0.746703	1.33922	2.55036	6.81879	1.388062	7.076214	0.145499	0.0492263	0.0554834	0.0406191	0.0115659	0.00923338	0.0061861	0.120091	0.000889806	0.200287	0.114892	0.0306949	0.0857364	0.0428661	0.08673	0.87618	0.12382	0.5838082
1548	-427.3622	-436.3661	9.003896	0.0597792	0.0642777	0.0558465	0.105785	0.00137027	0.0146141	0.00129189	0.0877332	0.00382932	0.16269	0.105561	0.00287086	0.0332004	0.0256766	0.0184094	0.600771	1.399229	0.138452	0.38125	0.740193	1.351	2.62295	7.22271	1.429674	2.329055	0.0804635	0.0865186	0.0751701	0.142388	0.0018444	0.0196708	0.00173889	0.11809	0.00515431	0.218983	0.142086	0.00386421	0.0446882	0.0345609	0.0247793	0.699614	0.300386	0.7429355
1584	-424.4836	-429.4531	4.969555	0.00541608	0.00830029	0.00891082	0.000838049	0.000120503	0.00291059	0.00178666	0.0108859	0.00562294	0.0125412	0.00396588	0.0216706	0.00212175	0.0046459	0.000357341	0.1594266	1.840573	0.0361575	0.198075	0.603426	1.6572	5.04859	27.6567	2.400494	11.54496	0.0601156	0.0921288	0.0989054	0.00930189	0.00133752	0.032306	0.019831	0.120828	0.0624116	0.1392	0.0440192	0.240532	0.0235503	0.051567	0.00396629	0.920287	0.0797133	0.09009441
1620	-426.1465	-432.4351	6.288589	0.0455084	0.0215809	0.0167192	0.00564158	0.00104218	0.00444446	7.24726e-05	0.00609732	0.00994674	0.0427448	0.0511331	0.00467705	0.0324199	0.0340027	0.00809337	0.1762501	1.82375	0.0614583	0.256559	0.65415	1.5287	3.89773	16.2712	2.016925	10.34751	0.160171	0.0759557	0.0588447	0.019856	0.00366804	0.0156427	0.000255074	0.0214601	0.0350084	0.150444	0.179968	0.0164613	0.114105	0.119675	0.0284853	0.911875	0.0881251	0.2841241
1656	-418.0433	-424.3139	6.27054	0.0680305	0.017632	0.0103456	0.0106157	0.00139792	0.00571244	0.000837531	0.0575665	0.0097434	0.0916314	0.037914	0.00623703	0.0230595	0.040615	0.0250988	0.1314436	1.868556	0.104569	0.332476	0.709248	1.40994	3.00774	9.56307	1.632624	14.21565	0.167382	0.0433818	0.0254542	0.0261188	0.00343945	0.0140549	0.00206066	0.141637	0.0239727	0.22545	0.0932837	0.0153456	0.0567358	0.0999294	0.0617532	0.934278	0.0657218	0.4064374
1692	-420.5263	-426.9084	6.382125	0.041026	0.0044164	0.00903082	0.00112444	0.000950186	0.00273044	8.50812e-06	0.0131028	0.0180947	0.0351405	0.0161866	0.0203061	0.00613159	0.00122531	0.0179854	0.2610812	1.738919	0.0374792	0.201574	0.606731	1.64818	4.96097	26.6815	2.374536	6.660452	0.218852	0.0235592	0.0481747	0.00599828	0.00506875	0.0145655	4.53864e-05	0.0698965	0.0965257	0.187456	0.0863469	0.108323	0.0327088	0.0065364	0.0959428	0.869459	0.130541	0.1874598
1728	-419.0267	-426.5315	7.504813	0.0736162	0.00954099	0.0159071	0.00560782	0.000728188	0.0109082	0.00686138	0.0968925	0.0783851	0.0733991	0.0295523	0.0829536	0.00995407	0.0555944	0.0155401	0.2096506	1.790349	0.183536	0.437436	0.772631	1.29428	2.28605	5.44853	1.225852	8.539682	0.130193	0.0168735	0.0281322	0.0099176	0.00128782	0.0192915	0.0121346	0.171357	0.138626	0.129809	0.0522641	0.146706	0.0176041	0.0983204	0.0274832	0.895175	0.104825	0.5654411
1764	-421.8658	-429.1228	7.257019	0.0470078	0.0199842	0.0298045	0.00798161	0.00366758	0.00313827	0.00860179	0.0373639	0.0259376	0.0394835	0.032688	0.0133558	0.0139172	0.000383252	0.0152102	0.2605313	1.739469	0.0902348	0.309409	0.693515	1.44193	3.23197	11.0822	1.739227	6.676622	0.157467	0.0669431	0.099839	0.0267368	0.0122857	0.0105126	0.0288143	0.125162	0.0868857	0.132262	0.109498	0.0447391	0.04662	0.00128382	0.0509511	0.869734	0.130266	0.2985251
